PROPERTY_TOTAL_VALUE,AREA_EN,ACTUAL_AREA,PROCEDURE_YEAR,PROCEDURE_NUMBER,INSTANCE_DATE,ACTUAL_WORTH,PROCEDURE_AREA,PROPERTY_TYPE_EN,PROP_SUB_TYPE_EN
4500010,Mirdif,1393.55,2026,646,27-01-2026 12.38,4500010,1393.55,Land,Residential
4502948,Nad Al Shiba First,464.82,2026,2737,16-06-2026 12.50,4502948,464.82,Land,Villa
4503045,Nad Al Shiba First,464.83,2026,1030,12-02-2026 16.19,4503045,464.83,Land,Villa
4506537,Palm Jumeirah,182.73,2026,101,06-01-2026 14.32,4506536.62,182.73,Unit,Flat
4512967,Burj Khalifa,152.95,2026,1306,26-02-2026 12.25,4512966.76,152.95,Unit,Flat
4517350,Mirdif,699.46,2026,2125,27-04-2026 7.36,4517350,699.46,Land,Residential / Attached Villas
4549901,Al Karama,211.35,2026,935,10-02-2026 12.22,4549901,211.35,Land,Commercial
4549901,Al Karama,211.35,2026,503,20-01-2026 16.12,4549901,211.35,Land,Commercial
4549901,Al Karama,211.35,2026,896,09-02-2026 12.34,4549901,211.35,Land,Commercial
4549901,Al Karama,211.35,2026,1249,24-02-2026 12.20,4549901,211.35,Land,Commercial
4549901,Al Karama,211.35,2026,775,03-02-2026 11.10,4549901,211.35,Land,Commercial
4549901,Al Karama,211.35,2026,1783,06-04-2026 12.39,4549901,211.35,Land,Commercial
4549901,Al Karama,211.35,2026,2112,23-04-2026 11.15,4549901,211.35,Land,Commercial
4549901,Al Karama,211.35,2026,643,27-01-2026 12.14,4549901,211.35,Land,Commercial
4549901,Al Karama,211.35,2026,988,12-02-2026 9.07,4549901,211.35,Land,Commercial
4549901,Al Karama,211.35,2026,993,12-02-2026 9.20,4549901,211.35,Land,Commercial
4549901,Al Karama,211.35,2026,1339,02-03-2026 10.43,4549901,211.35,Land,Commercial
4549901,Al Karama,211.35,2026,2618,05-06-2026 15.29,4549901,211.35,Land,Commercial
4549901,Al Karama,211.35,2026,902,09-02-2026 13.15,4549901,211.35,Land,Commercial
4550116,Al Karama,211.35,2026,266,12-01-2026 13.50,4550116,211.36,Land,Commercial
4553776,Al Karama,211.35,2026,295,13-01-2026 11.20,4553776,211.53,Land,Commercial
4560019,Al Karama,211.82,2026,1649,26-03-2026 13.13,4560019,211.82,Land,Commercial
4600000,Al Hudaiba,933.49,2026,2283,07-05-2026 8.44,4600000,933.49,Land,
4601421,Al Thanyah Third,193.11,2026,577,23-01-2026 12.05,4601420.93,193.11,Unit,Flat
4636874,Marsa Dubai,271.46,2026,1304,26-02-2026 12.13,4636874.3,271.46,Unit,Flat
4667604,Al Suq Al Kabeer,289.86,2026,1552,18-03-2026 11.43,4667604,289.09,Land,Commercial
4677100,Mirdif,835.61,2026,1979,17-04-2026 8.31,4677100,835.61,Land,Residential / Villas
4679982,Al Bada,668.9,2026,2155,27-04-2026 12.53,4679982,668.9,Land,Residential
4700000,Muhaisanah Third,1351.37,2026,2358,13-05-2026 8.30,4700000,1351.37,Land,Residential
4720139,Mirdif,894.93,2026,2894,25-06-2026 8.18,4720139,894.93,Land,Residential / Attached Villas
4754211,Mirdif,901.39,2026,2896,25-06-2026 8.29,4754211,901.39,Land,Residential / Villas
4754211,Mirdif,901.39,2026,2897,25-06-2026 8.36,4754211,901.39,Land,Residential / Attached Villas
4798805,Mirdif,928.8,2026,2887,25-06-2026 7.33,4798805,928.8,Land,Government Housing
4799787,Mirdif,928.99,2026,2901,25-06-2026 8.53,4799787,928.99,Land,Residential / Attached Villas
4799838,Mirdif,929,2026,2902,25-06-2026 8.56,4799838,929,Land,Residential / Villas
4799890,Mirdif,929.01,2026,2888,25-06-2026 7.36,4799890,929.01,Land,Residential / Villas
4800000,Al Barshaa South First,1114.84,2026,1405,06-03-2026 10.46,4800000,1114.84,Land,Residential
4800000,Al Warqa Second,1178.1,2026,1540,17-03-2026 12.54,4800000,1178.1,Land,Residential
4800045,Mirdif,929.04,2026,2890,25-06-2026 7.39,4800045,929.04,Land,Residential / Villas
4800045,Mirdif,929.04,2026,2898,25-06-2026 8.46,4800045,929.04,Land,Residential / Villas
4800045,Mirdif,929.04,2026,2261,06-05-2026 7.58,4800045,929.04,Land,Residential / Villas
4800045,Mirdif,929.04,2026,2265,06-05-2026 9.29,4800045,929.04,Land,Residential / Attached Villas
4800045,Mirdif,929.04,2026,3026,30-06-2026 12.04,4800045,929.04,Land,Residential / Villas
4800097,Mirdif,929.05,2026,3027,30-06-2026 12.08,4800097,929.05,Land,Residential / Attached Villas
4800097,Mirdif,929.05,2026,2891,25-06-2026 7.43,4800097,929.05,Land,Residential / Villas
4800148,Mirdif,929.06,2026,2266,06-05-2026 9.42,4800148,929.06,Land,Residential / Villas
4800252,Mirdif,929.08,2026,2267,06-05-2026 9.46,4800252,929.08,Land,Residential / Villas
4800699,Al Qusais Industrial First,2229.67,2026,1629,25-03-2026 14.35,4800699,2230,Land,Residential
4800717,Mirdif,929.17,2026,2899,25-06-2026 8.48,4800717,929.17,Land,Residential / Villas
4802835,Mirdif,929.58,2026,2900,25-06-2026 8.51,4802835,929.58,Land,Residential / Attached Villas
4848653,Mirdif,900.91,2026,2895,25-06-2026 8.24,4848653,900.91,Land,Residential / Attached Villas
4853981,Mirdif,901.9,2026,3023,30-06-2026 11.29,4853981,901.9,Land,Residential / Attached Villas
4875993,Warsan Fourth,4529.95,2026,1980,17-04-2026 8.31,4875993,4529.95,Land,Commercial
4892230,Mirdif,826.37,2026,3016,30-06-2026 10.07,4892230,826.37,Land,Residential / Villas
4892230,Mirdif,826.37,2026,1978,17-04-2026 8.23,4892230,826.37,Land,Residential / Villas
4900000,Hadaeq Sheikh Mohammed Bin Rashid,193.83,2026,2370,31-05-2026 0.00,4900000,193.83,Building,Villa
4900000,Al Hamriya,257.62,2026,1921,13-04-2026 14.57,4900000,257.62,Land,Commercial
4910362,Saih Shuaib 1,1140.47,2026,1179,19-02-2026 14.30,4910362,1140.47,Land,
4912687,Naif,351.08,2026,318,13-01-2026 15.04,4912687,351.08,Land,Commercial
4918672,Nad Al Shiba First,456.96,2026,1823,08-04-2026 12.44,4918672,456.96,Land,Villa
4919498,Mirdif,952.16,2026,2883,25-06-2026 7.16,4919498,952.16,Land,Residential / Villas
4921255,Jabal Ali Industrial First,914.4,2026,465,19-01-2026 11.51,4921255,914.4,Land,
4945777,Burj Khalifa,170.32,2026,2208,01-05-2026 14.24,4945777.44,170.32,Unit,Flat
4996699,Al Mararr,403.66,2026,1945,16-04-2026 9.12,4996699,403.66,Land,Commercial
4999444,Um Suqaim First,422.24,2026,26,02-01-2026 18.32,4999444,422.24,Land,Residential
4999724,Mirdif,928.98,2026,2260,06-05-2026 7.43,4999724,928.98,Land,Residential / Attached Villas
4999939,Mirdif,929.02,2026,2263,06-05-2026 8.30,4999939,929.02,Land,Residential / Villas
4999939,Mirdif,929.02,2026,2262,06-05-2026 8.16,4999939,929.02,Land,Residential / Villas
4999993,Jabal Ali Industrial First,1858.06,2026,525,21-01-2026 11.58,4999993,1858.06,Land,Warehouse
4999993,Al Ttay,1858.06,2026,463,19-01-2026 11.09,4999993,1858.06,Land,Labor Camp
4999993,Mirdif,929.03,2026,3025,30-06-2026 11.57,4999993,929.03,Land,Residential / Attached Villas
4999993,Mirdif,929.03,2026,3024,30-06-2026 11.52,4999993,929.03,Land,Residential / Attached Villas
4999993,Mirdif,929.03,2026,2264,06-05-2026 8.50,4999993,929.03,Land,Residential / Villas
5000000,Al Twar Third,1393.55,2026,2182,29-04-2026 8.09,5000000,1393.55,Land,Residential
5000000,Mirdif,743.21,2026,2117,24-04-2026 8.59,5000000,743.21,Land,Residential
5000000,Ras Al Khor Industrial First,3180.07,2026,809,04-02-2026 12.22,5000000,3180.07,Land,Industrial
5000000,Jumeirah First,240.25,2026,1313,26-02-2026 14.47,5000000,278.71,Land,Residential
5000000,Al Mizhar First,1393.55,2026,2866,24-06-2026 10.16,5000000,1394,Land,Residential
5000000,Al Barsha South Fifth,601.52,2026,66,05-01-2026 20.15,5000000,601.52,Land,Residential
5000000,Nad Al Hamar,1393.55,2026,1674,30-03-2026 13.50,5000000,1393.55,Land,Residential
5000000,Marsa Dubai,124.94,2026,1298,26-02-2026 11.40,5000000,124.94,Unit,Flat
5000000,Al Twar Third,1487.4,2026,1743,02-04-2026 8.21,5000000,1487.4,Land,Residential
5000000,Nad Al Hamar,1393.56,2026,2995,29-06-2026 13.40,5000000,1393.56,Land,Residential
5000000,Nad Al Hamar,1393.55,2026,2420,19-05-2026 9.49,5000000,1393.55,Land,Residential
5000047,Al Karama,232.26,2026,1325,27-02-2026 11.22,5000047,232.26,Land,Commercial
5003384,Nad Al Shiba First,464.83,2026,1324,27-02-2026 11.05,5003384,464.83,Land,Villa
5005009,Hor Al Anz,422.71,2026,1323,27-02-2026 10.35,5005009,422.71,Land,Residential
5005041,Al Bada,357.68,2026,783,03-02-2026 15.11,5005041,357.68,Land,Residential
5027903,Burj Khalifa,160.56,2026,1305,26-02-2026 12.22,5027902.65,160.56,Unit,Flat
5037193,Mirdif,1337.06,2026,1630,25-03-2026 15.48,5037193,1337.06,Land,Residential
5039981,Al Suq Al Kabeer,334.45,2026,965,11-02-2026 12.04,5039981,334.45,Land,Commercial
5048355,Nad Al Shiba First,586.26,2026,1886,10-04-2026 12.10,5048355,586.26,Land,Villa
5055182,Marsa Dubai,202.78,2026,2970,26-06-2026 15.53,5055181.53,202.78,Unit,Flat
5055911,Mankhool,469.71,2026,1386,05-03-2026 10.25,5055911,469.71,Land,
5064372,Mirdif,980.2,2026,2026,20-04-2026 10.36,5064372,980.2,Land,Residential / Villas
5065457,Mirdif,980.41,2026,2027,20-04-2026 10.38,5065457,980.41,Land,Residential / Villas
5100000,Al Mizhar First,1393.55,2026,2480,21-05-2026 7.10,5100000,1393.55,Land,Residential
5105425,Nad Al Shiba First,474.31,2026,1786,06-04-2026 14.00,5105425,474.31,Land,Villa
5122395,Al Hebiah First,314.66,2026,1679,30-03-2026 14.42,5122395.34,314.66,Unit,Office
5139203,Muhaisanah Fourth,1193.62,2026,657,28-01-2026 8.45,5139203,1193.62,Land,Residential
5153454,Jabal Ali Industrial First,1367.92,2026,1765,03-04-2026 17.22,5153454,1367.92,Land,
5156700,Mirdif,998.07,2026,2884,25-06-2026 7.27,5156700,998.07,Land,Residential / Attached Villas
5191636,Burj Khalifa,209.03,2026,474,20-01-2026 9.13,5191635.86,209.03,Unit,Flat
5200000,Wadi Al Safa 7,562.72,2026,2274,06-05-2026 11.43,5200000,562.72,Land,Residential
5200000,Wadi Al Safa 7,562.72,2026,2274,06-05-2026 11.43,5200000,562.72,Land,Residential
5200000,Port Saeed,451.79,2026,2464,20-05-2026 9.30,5200000,451.79,Land,Commercial
5202467,Mirdif,1380.93,2026,1661,28-03-2026 10.39,5202467,1380.93,Land,Residential
5203108,Mirdif,690.55,2026,2731,16-06-2026 11.37,5203108,1381.1,Land,Residential
5207424,Eyal Nasser,268.77,2026,1866,09-04-2026 14.35,5207424,268.77,Land,Commercial
5218095,Um Suqaim Third,186.45,2026,2958,26-06-2026 11.39,5218095.31,186.45,Unit,Flat
5223021,Al Yelayiss 1,970.47,2026,612,26-01-2026 12.21,5223021,970.47,Land,Villa
5235561,Wadi Al Safa 7,608,2026,1761,03-04-2026 12.13,5235561,608,Land,Residential
5250011,Nad Al Hamar,1393.55,2026,2116,24-04-2026 8.46,5250011,1393.55,Land,Residential
5250374,Burj Khalifa,206.94,2026,1731,01-04-2026 13.52,5250373.86,206.94,Unit,Flat
5252676,Jabal Ali Industrial First,975.98,2026,2100,23-04-2026 9.32,5252676,975.98,Land,Labor Camp
5258122,Mirdif,1017.7,2026,3028,30-06-2026 12.11,5258122,1017.7,Land,Residential / Villas
5258174,Mirdif,1017.71,2026,3030,30-06-2026 12.16,5258174,1017.71,Land,Residential / Villas
5300000,Al Thanyah Fifth,236.7,2026,2851,23-06-2026 12.20,5300000,236.7,Unit,Flat
5333932,Al Khawaneej First,900.98,2026,104,06-01-2026 14.48,5333932,900.98,Land,Residential
5333932,Al Khawaneej First,900.98,2026,2199,30-04-2026 12.57,5333932,900.98,Land,Residential
5333932,Al Khawaneej First,900.98,2026,943,10-02-2026 14.41,5333932,900.98,Land,Residential
5426091,Al Barshaa South Second,1200.24,2026,386,15-01-2026 8.52,5426091,1200.24,Land,Commercial
5426091,Al Barshaa South Second,1200.24,2026,2335,12-05-2026 10.44,5426091,1200.24,Land,Commercial
5452946,Marsa Dubai,197.75,2026,2677,09-06-2026 20.10,5452945.74,197.75,Unit,Flat
5456006,Al Baraha,460.8,2026,810,04-02-2026 12.24,5456006,460.8,Land,Commercial
5459416,Mirdif,1056.66,2026,2886,25-06-2026 7.32,5459416,1056.66,Land,Residential / Villas
5464800,Al Thanayah Fourth,254.62,2026,722,02-02-2026 11.32,5464800,254.62,Building,Villa
5476134,Al Warqa First,925,2026,1028,12-02-2026 14.06,5476134,925,Land,Government Housing
5477103,Mirdif,1017.68,2026,3029,30-06-2026 12.14,5477103,1017.68,Land,Residential / Villas
5482081,Al Hebiah Second,1455.15,2026,827,05-02-2026 10.35,5482081,1455.15,Land,
5495100,Wadi Al Safa 7,638.14,2026,1639,26-03-2026 10.54,5495100,638.14,Land,Residential
5499992,Saih Shuaib 1,929.03,2026,2390,15-05-2026 10.03,5499992,929.03,Land,
5500000,Nad Al Shiba First,428.94,2026,403,15-01-2026 10.10,5500000,428.94,Land,Villa
5500000,Me'Aisem First,223.23,2026,432,16-01-2026 9.46,5500000,223.23,Land,Residential
5500000,Al Jafliya,455.22,2026,1321,27-02-2026 10.25,5500000,455.22,Land,Residential
5500000,Mankhool,245.44,2026,2635,08-06-2026 13.47,5500000,245.44,Land,Commercial
5500000,Al Mizhar Second,1858.06,2026,621,26-01-2026 13.56,5500000,1858,Land,Residential
5500000,Al Raffa,309.55,2026,2535,01-06-2026 11.13,5500000,309.55,Land,Commercial
5500000,Al Jafliya,915.28,2026,1310,26-02-2026 13.24,5500000,915.28,Land,Government Housing
5500000,Abu Hail,224.18,2026,1688,31-03-2026 9.50,5500000,224.18,Land,Residential
5500000,Muhaisanah Third,1393.55,2026,1693,31-03-2026 9.57,5500000,1393.55,Land,Residential
5500000,Al Mizhar First,1393.55,2026,2346,12-05-2026 11.42,5500000,1393.55,Land,Residential
5525188,Business Bay,217.97,2026,980,11-02-2026 14.04,5525187.67,217.97,Unit,Office
5532564,Al Qusais Industrial Fifth,2055.97,2026,932,10-02-2026 10.50,5532564,2055.97,Land,
5538037,Al Suq Al Kabeer,395.77,2026,456,19-01-2026 10.03,5538037,395.77,Land,Commercial
5576389,Wadi Al Safa 7,647.58,2026,2732,16-06-2026 11.40,5576389,647.58,Land,Residential
5594537,Dubai Investment Park Second,1039.5,2026,2695,11-06-2026 9.44,5594537,1039.5,Land,
5600000,Madinat Al Mataar,369.65,2026,1447,10-03-2026 12.24,5600000,369.65,Building,Villa
5611367,Mirdif,1086.07,2026,2889,25-06-2026 7.38,5611367,1086.07,Land,Residential / Villas
5677454,Al Khawaneej First,917.31,2026,2382,14-05-2026 14.29,5677454,917.31,Land,Residential
5704006,Mirdif,1104,2026,2892,25-06-2026 7.54,5704006,1104,Land,Residential / Villas
5719179,Burj Khalifa,208.47,2026,141,07-01-2026 10.14,5719178.64,208.47,Unit,Flat
5796898,Jumeirah First,861.68,2026,806,05-02-2026 7.37,5796898,861.68,Land,Residential
5800000,Jabal Ali First,390.75,2026,1887,10-04-2026 13.46,5800000,390.75,Land,Commercial
5818835,Al Khawaneej First,900.98,2026,1448,10-03-2026 12.25,5818835,900.98,Land,Residential
5818835,Al Khawaneej First,900.98,2026,1446,10-03-2026 12.19,5818835,900.98,Land,Residential
5829233,Jumeirah First,833.16,2026,850,05-02-2026 15.13,5829233,833.16,Land,Residential
5875591,Dubai Investment Park First,3032.56,2026,2319,11-05-2026 12.18,5875591,3032.56,Land,Commercial
5900000,Al Barshaa South First,1114.84,2026,688,29-01-2026 15.04,5900000,1114.84,Land,Government Housing
5911919,Dubai Investment Park First,3051.31,2026,2318,11-05-2026 12.11,5911919,3051.31,Land,Commercial
5914010,Al Raffa,549.43,2026,56,05-01-2026 12.21,5914010,549.43,Land,Commercial
5933648,Al Khawaneej Second,1225.01,2026,2564,03-06-2026 8.49,5933648,1225.01,Land,Commercial
5973189,Muhaisanah Second,1849.76,2026,1891,10-04-2026 18.04,5973189,1849.76,Land,
5994201,Al Layan1,2784.4,2026,1537,17-03-2026 12.28,5994201,2784.4,Land,Industrial
5994308,Hor Al Anz,929.03,2026,836,05-02-2026 11.24,5994308,928.15,Land,Residential
5999992,Muhaisanah Second,1858.06,2026,1617,25-03-2026 9.32,5999992,1858.06,Land,Industrial
5999992,Mirdif,1858.06,2026,508,21-01-2026 8.57,5999992,1858.06,Land,Residential
6000000,Al Khawaneej First,917.31,2026,13,02-01-2026 10.41,6000000,917.31,Land,Residential
6000000,Al Barsha South Fifth,682.1,2026,2652,09-06-2026 9.28,6000000,682.1,Land,Residential
6000000,Al Mizhar Third,1114.84,2026,822,05-02-2026 9.56,6000000,1114.84,Land,Residential
6000000,Al Twar Third,1800,2026,2875,24-06-2026 14.03,6000000,1800,Land,Residential
6000000,Mirdif,915.88,2026,2118,24-04-2026 9.04,6000000,915.88,Land,Residential
6000000,Al Hebiah Third,450,2026,448,19-01-2026 8.54,6000000,450,Land,Residential
6000000,Um Suqaim Second,490.53,2026,2919,25-06-2026 10.54,6000000,490.53,Land,Residential
6000000,Nad Al Hamar,1375,2026,625,26-01-2026 15.15,6000000,1375,Land,Residential
6000000,Al Bada,668.9,2026,1449,10-03-2026 12.34,6000000,669,Land,Residential
6000000,Al Jafliya,1393.55,2026,1247,24-02-2026 12.08,6000000,1393.55,Land,Residential
6000000,Al Mizhar First,1393.55,2026,2061,21-04-2026 11.59,6000000,1393.55,Land,Residential
6000000,Al Hudaiba,686.27,2026,1271,25-02-2026 9.56,6000000,686.27,Land,
6000000,Al Barsha South Fifth,682.1,2026,2647,09-06-2026 8.37,6000000,682.1,Land,Residential
6000000,Jumeirah Third,481.75,2026,1931,14-04-2026 12.43,6000000,481.75,Land,Residential
6000000,Nad Al Hamar,1840.68,2026,464,19-01-2026 11.12,6000000,1840.68,Land,Residential
6000000,Jumeirah Third,481.75,2026,1929,14-04-2026 12.30,6000000,481.75,Land,Residential
6000000,Ghadeer Al tair,929.03,2026,1107,16-02-2026 15.36,6000000,929.03,Land,Government Housing
6000056,Al Bada,232.26,2026,1899,13-04-2026 10.29,6000056,232.26,Land,Residential
6001951,Al Barsha Second,1393.55,2026,1009,12-02-2026 11.42,6001951,1394,Land,Residential
6035256,Burj Khalifa,200.31,2026,2727,16-06-2026 9.59,6035256.21,200.31,Unit,Hotel Apartment
6062498,Wadi Al Safa 4,1126.45,2026,3007,30-06-2026 8.25,6062498,1126.45,Land,Residential
6072390,Wadi Al Safa 7,705.18,2026,2905,25-06-2026 9.31,6072390,705.18,Land,Residential
6091506,Al Bada,377.28,2026,2834,22-06-2026 11.50,6091506,377.28,Land,Residential / Residential Villa
6098772,Al Murqabat,629.51,2026,1362,03-03-2026 12.41,6098772,629.55,Land,Commercial
6200000,Jabal Ali First,658.81,2026,2748,16-06-2026 15.35,6200000,658.81,Land,Residential
6200000,Al Hebiah Sixth,623.61,2026,218,09-01-2026 9.10,6200000,623.61,Land,Residential
6200000,Burj Khalifa,165.18,2026,399,15-01-2026 9.43,6200000,165.18,Unit,Flat
6232610,Al Baraha,1052.78,2026,864,06-02-2026 9.51,6232610,1052.78,Land,Commercial
6239841,Mirdif,1207.71,2026,2936,26-06-2026 7.22,6239841,1207.71,Land,Residential / Attached Villas
6239893,Mirdif,1207.72,2026,2937,26-06-2026 7.38,6239893,1207.72,Land,Residential / Attached Villas
6239996,Mirdif,1207.74,2026,2939,26-06-2026 8.22,6239996,1207.74,Land,Residential / Attached Villas
6263513,Saih Shuaib 1,1058,2026,1098,04-03-2026 10.34,6263513,1058,Land,
6292647,Burj Khalifa,322.37,2026,2870,24-06-2026 12.27,6292647.27,322.37,Unit,Flat
6298394,Wadi Al Safa 5,1671.83,2026,611,26-01-2026 12.18,6298394,1671.83,Land,Commercial
6303668,Al Khawaneej First,900.97,2026,1120,17-02-2026 9.14,6303668,900.97,Land,Residential
6303878,Al Khawaneej First,901,2026,1117,17-02-2026 9.05,6303878,901,Land,Residential
6308076,Al Suq Al Kabeer,293.02,2023,2683,13-01-2026 11.18,6308076,293.02,Land,Commercial
6315826,Business Bay,293.38,2026,2734,16-06-2026 12.12,6315826,293.38,Unit,Office
6370011,Al Karama,422.71,2026,1926,14-04-2026 10.52,6370011,422.71,Land,Commercial
6379979,Al Khabeesi,1481.8,2026,1618,25-03-2026 9.45,6379979,1481.8,Land,Commercial
6394047,Jabal Ali Industrial First,1320.06,2026,942,10-02-2026 14.40,6394047,1320.06,Land,Cooling Station
6402529,Eyal Nasser,457.55,2026,280,13-01-2026 9.54,6402529,457.55,Land,Commercial
6483250,Marsa Dubai,399.83,2026,740,02-02-2026 14.11,6483250.22,399.83,Unit,Flat
6500000,Al Hudaiba,691.76,2026,1269,25-02-2026 9.50,6500000,691.76,Land,Commercial
6500000,Jumeirah Second,418.06,2026,2846,22-06-2026 22.07,6500000,418.06,Land,Residential
6500000,Muhaisanah Third,1393.55,2026,1691,31-03-2026 9.53,6500000,1393.55,Land,Residential
6500000,Al Hudaiba,1445.76,2026,926,10-02-2026 9.45,6500000,1445.76,Land,Residential
6500000,Al Barsha South Fifth,682.1,2026,2645,09-06-2026 8.32,6500000,682.1,Land,Residential
6500000,Al Warqa Third,1420.77,2026,686,29-01-2026 14.45,6500000,1420.77,Land,Residential
6500050,Mirdif,1207.75,2026,2938,26-06-2026 7.44,6500050,1207.75,Land,Residential / Attached Villas
6500212,Mirdif,1207.78,2026,2940,26-06-2026 8.28,6500212,1207.78,Land,Residential / Attached Villas
6506993,Al Yufrah 1,1209.04,2026,1944,15-04-2026 14.06,6506993,1209.04,Land,Residential
6520908,Mirdif,1262.11,2026,2941,26-06-2026 8.37,6520908,1262.11,Land,Residential / Attached Villas
6557712,Saih Shuaib 1,937.28,2026,653,27-01-2026 14.59,6557712,937.28,Land,
6644001,Al Yelayiss 1,1122.27,2026,2735,16-06-2026 12.12,6644001,1122.27,Land,Villa
6684769,Al Ttay,1552.59,2026,1758,02-04-2026 16.33,6684769,1552.59,Land,Labor Camp
6700000,Mirdif,940.66,2026,851,05-02-2026 15.29,6700000,940.66,Land,Residential
6714306,Wadi Al Safa 7,1247.56,2026,894,09-02-2026 12.06,6714306,1247.56,Land,Land
6736879,Burj Khalifa,266.42,2026,960,11-02-2026 11.33,6736879.46,266.42,Unit,Office
6749988,Al Goze Industrial Fourth,2508.38,2026,2978,29-06-2026 9.46,6749988,2508.38,Land,Industrial
6750015,Al Garhoud,1393.55,2026,1804,07-04-2026 18.47,6750015,1393.55,Land,Residential
6753572,Al Satwa,1568.57,2026,1326,27-02-2026 17.46,6753572,1568.57,Land,Residential
6766876,Wadi Al Safa 7,785.83,2026,2977,29-06-2026 9.31,6766876,785.83,Land,Residential
6780207,Dubai Investment Park First,776.37,2026,2442,19-05-2026 12.49,6780207.05,776.37,Building,Villa
6800000,Mirdif,929.03,2026,2457,20-05-2026 8.06,6800000,929.03,Land,Residential
6800000,Nad Al Hamar,1393.55,2026,814,04-02-2026 13.32,6800000,1393.55,Land,Residential
6807199,Palm Jumeirah,233.53,2026,2493,21-05-2026 14.03,6807198.99,233.53,Unit,Flat
6807199,Palm Jumeirah,233.53,2026,2506,21-05-2026 15.27,6807198.99,233.53,Unit,Flat
6815677,Business Bay,313.37,2026,2250,05-05-2026 12.13,6815676.58,313.37,Unit,Office
6815677,Business Bay,313.37,2026,2239,05-05-2026 9.16,6815676.58,313.37,Unit,Office
